n,type,avg_time_micro
86400,random,15493.2
86400,reversed,9222.6
86400,nearly,9207.2
86500,random,15040.6
86500,reversed,18807
86500,nearly,9258.2
86600,random,15235.2
86600,reversed,8781.2
86600,nearly,9371
86700,random,15189.8
86700,reversed,8565.4
86700,nearly,9130.6
86800,random,15226.2
86800,reversed,8514.2
86800,nearly,9038.8
86900,random,15031.8
86900,reversed,11781.4
86900,nearly,9702
87000,random,15370.4
87000,reversed,8689
87000,nearly,9435.2
87100,random,15294.8
87100,reversed,8599.6
87100,nearly,9398.6
87200,random,15783.2
87200,reversed,8948
87200,nearly,9912.2
87300,random,16129.4
87300,reversed,8687.2
87300,nearly,9667.6
87400,random,15285.4
87400,reversed,8608.6
87400,nearly,9341.4
87500,random,15221.8
87500,reversed,8843.6
87500,nearly,9189.4
87600,random,15388.8
87600,reversed,8759.4
87600,nearly,9174.4
87700,random,15423.8
87700,reversed,8686.4
87700,nearly,9363.4
87800,random,15458.2
87800,reversed,8743.8
87800,nearly,9263.6
87900,random,15258.2
87900,reversed,8664
87900,nearly,9280.4
88000,random,15468.8
88000,reversed,8875.2
88000,nearly,9274.4
88100,random,15206
88100,reversed,8652.2
88100,nearly,9212
88200,random,21170.2
88200,reversed,9060.8
88200,nearly,9278
88300,random,15274.8
88300,reversed,8613.8
88300,nearly,9417
88400,random,15456.6
88400,reversed,9100
88400,nearly,9404.6
88500,random,15629.4
88500,reversed,8948
88500,nearly,9139.2
88600,random,15344.6
88600,reversed,8767
88600,nearly,9428.6
88700,random,15732.6
88700,reversed,8847.4
88700,nearly,9350.2
88800,random,17291.4
88800,reversed,9015
88800,nearly,9415.6
88900,random,15591.6
88900,reversed,8899.6
88900,nearly,9650.8
89000,random,15812.2
89000,reversed,9284.4
89000,nearly,9879.4
89100,random,15518.8
89100,reversed,8995
89100,nearly,9519
89200,random,15705.2
89200,reversed,8776.8
89200,nearly,9600
89300,random,15769.2
89300,reversed,9114.8
89300,nearly,9671.8
89400,random,15696.4
89400,reversed,9222.2
89400,nearly,13383.8
89500,random,16020.2
89500,reversed,9260.4
89500,nearly,10109.6
89600,random,15621
89600,reversed,8865.2
89600,nearly,9352.8
89700,random,15593.8
89700,reversed,8921.2
89700,nearly,10004
89800,random,15904
89800,reversed,9540.2
89800,nearly,12440.4
89900,random,15654.2
89900,reversed,8884.6
89900,nearly,9336.6
90000,random,15692.8
90000,reversed,8881
90000,nearly,9557.4
90100,random,15684.4
90100,reversed,9249.4
90100,nearly,10365
90200,random,17716
90200,reversed,11534.4
90200,nearly,9769.4
90300,random,15715.2
90300,reversed,9111.2
90300,nearly,9531.4
90400,random,15741
90400,reversed,8972.8
90400,nearly,9763.8
90500,random,15677.6
90500,reversed,9084.2
90500,nearly,9658.4
90600,random,16169
90600,reversed,9343.2
90600,nearly,10110
90700,random,15749.8
90700,reversed,9048.6
90700,nearly,9783
90800,random,16103.4
90800,reversed,9262.6
90800,nearly,9632.2
90900,random,15973
90900,reversed,9024.8
90900,nearly,9796.8
91000,random,15807.6
91000,reversed,9292
91000,nearly,9571.4
91100,random,15851
91100,reversed,9078.8
91100,nearly,9468.8
91200,random,16162.6
91200,reversed,19153.2
91200,nearly,14410.8
91300,random,17667.6
91300,reversed,9304.2
91300,nearly,9741
91400,random,16142.6
91400,reversed,9046.8
91400,nearly,9554
91500,random,16229.2
91500,reversed,9023.2
91500,nearly,9601
91600,random,16305.2
91600,reversed,9307.2
91600,nearly,9878.6
91700,random,16025.4
91700,reversed,9095
91700,nearly,9737.2
91800,random,16217.6
91800,reversed,9124.4
91800,nearly,9571
91900,random,16136
91900,reversed,9192.2
91900,nearly,9589.6
92000,random,24619
92000,reversed,9564.2
92000,nearly,9887.4
92100,random,16415.8
92100,reversed,9360.6
92100,nearly,9661.8
92200,random,16357.4
92200,reversed,9378
92200,nearly,11279
92300,random,17248
92300,reversed,9783.6
92300,nearly,9930.6
92400,random,16422.6
92400,reversed,9428.4
92400,nearly,10149.8
92500,random,16591.2
92500,reversed,9750
92500,nearly,9827
92600,random,16459.4
92600,reversed,9587.4
92600,nearly,9833
92700,random,16304.4
92700,reversed,9142.8
92700,nearly,9571.6
92800,random,16151.8
92800,reversed,9220.6
92800,nearly,9685.8
92900,random,16245.6
92900,reversed,9162
92900,nearly,10178.8
93000,random,16306
93000,reversed,9313.4
93000,nearly,10163.8
93100,random,16387
93100,reversed,9137.2
93100,nearly,9767.4
93200,random,16342.2
93200,reversed,9289
93200,nearly,9892.8
93300,random,16462
93300,reversed,9320.2
93300,nearly,9721.4
93400,random,16354.2
93400,reversed,9167.4
93400,nearly,9801.2
93500,random,16397.2
93500,reversed,9404.8
93500,nearly,9846.6
93600,random,16572
93600,reversed,9272.4
93600,nearly,9701
93700,random,16302.6
93700,reversed,9176.2
93700,nearly,9788.8
93800,random,17929.8
93800,reversed,9292
93800,nearly,9927.6
93900,random,16395.2
93900,reversed,9731.6
93900,nearly,10636
94000,random,19464.4
94000,reversed,18132.6
94000,nearly,10882.2
94100,random,24792
94100,reversed,9446
94100,nearly,9889.2
94200,random,16627.8
94200,reversed,9381
94200,nearly,9937.6
94300,random,16477.6
94300,reversed,9768.6
94300,nearly,12668
94400,random,17009.2
94400,reversed,11039.4
94400,nearly,10119
94500,random,16918.8
94500,reversed,10055.6
94500,nearly,12161.2
94600,random,16945
94600,reversed,9471.2
94600,nearly,9977.4
94700,random,17140.2
94700,reversed,9718.8
94700,nearly,9935.4
94800,random,16657.4
94800,reversed,9538
94800,nearly,10111.8
94900,random,17232.6
94900,reversed,9780.8
94900,nearly,10582.6
95000,random,16740.4
95000,reversed,9375.8
95000,nearly,9972.2
95100,random,16602
95100,reversed,9459.4
95100,nearly,9978.2
95200,random,16832.4
95200,reversed,9484.4
95200,nearly,10232.6
95300,random,17264.6
95300,reversed,9465
95300,nearly,10522
95400,random,16830.4
95400,reversed,9451.6
95400,nearly,10006
95500,random,17055.6
95500,reversed,9827.4
95500,nearly,11912.2
95600,random,17682
95600,reversed,9703
95600,nearly,10206.4
95700,random,16899
95700,reversed,9837.2
95700,nearly,10375.4
95800,random,17246
95800,reversed,9861.4
95800,nearly,10395
95900,random,16778.4
95900,reversed,9546.6
95900,nearly,10495
96000,random,17005
96000,reversed,9582.6
96000,nearly,11522.6
96100,random,23035.2
96100,reversed,29719.2
96100,nearly,14817.6
96200,random,21917.6
96200,reversed,9965.4
96200,nearly,10715
96300,random,16919.8
96300,reversed,9691.8
96300,nearly,10405.8
96400,random,19561
96400,reversed,11241.2
96400,nearly,10941.2
96500,random,16965
96500,reversed,9545
96500,nearly,10160.6
96600,random,17532
96600,reversed,9750.4
96600,nearly,10608
96700,random,17117.4
96700,reversed,9662.6
96700,nearly,10667
96800,random,16880
96800,reversed,9707.4
96800,nearly,10227.6
96900,random,16888
96900,reversed,9624.8
96900,nearly,10259.4
97000,random,16853
97000,reversed,9559
97000,nearly,10151.8
97100,random,17279
97100,reversed,9819.2
97100,nearly,10206.6
97200,random,17141.4
97200,reversed,9710.2
97200,nearly,10231.2
97300,random,17389.8
97300,reversed,9869.2
97300,nearly,10172.2
97400,random,17078
97400,reversed,9643.8
97400,nearly,10480.8
97500,random,17227.4
97500,reversed,9615
97500,nearly,10798.4
97600,random,18335.6
97600,reversed,9767.4
97600,nearly,10344
97700,random,17315.4
97700,reversed,9683.2
97700,nearly,10418.6
97800,random,17049.6
97800,reversed,9638.8
97800,nearly,10266.8
97900,random,17052.2
97900,reversed,9579.8
97900,nearly,10394.2
98000,random,17272
98000,reversed,9982.8
98000,nearly,10420.6
98100,random,17226.8
98100,reversed,10023.6
98100,nearly,10565
98200,random,17274.6
98200,reversed,9880.6
98200,nearly,10331.6
98300,random,19319
98300,reversed,10038.4
98300,nearly,10548.8
98400,random,17559.4
98400,reversed,9814.4
98400,nearly,10330.6
98500,random,17686
98500,reversed,9741
98500,nearly,10446.6
98600,random,17265.2
98600,reversed,9678
98600,nearly,10582.4
98700,random,17551.6
98700,reversed,10273
98700,nearly,10337.2
98800,random,17269.8
98800,reversed,9690
98800,nearly,10241.4
98900,random,17430
98900,reversed,10200.8
98900,nearly,10243.4
99000,random,17245
99000,reversed,10269
99000,nearly,10511.2
99100,random,17420.8
99100,reversed,9797.4
99100,nearly,10401.2
99200,random,17300.6
99200,reversed,9925
99200,nearly,10410.8
99300,random,17315.6
99300,reversed,9787.2
99300,nearly,10600.6
99400,random,17506.4
99400,reversed,9761.2
99400,nearly,10623
99500,random,17400.6
99500,reversed,10279
99500,nearly,10712.4
99600,random,17540.8
99600,reversed,10147.4
99600,nearly,10774
99700,random,17400.6
99700,reversed,9916.8
99700,nearly,10490.4
99800,random,17609.6
99800,reversed,10050.4
99800,nearly,10620.4
99900,random,18377.6
99900,reversed,10340
99900,nearly,10861.4
100000,random,17921.6
100000,reversed,10067
100000,nearly,10701
